,fips,state,name,area_2010,unemployment_rate_2019,per_capita_income_2019,"Total publicly funded clinics, 2015 [1]",proportion_votes_democrats_2016,proportion_votes_republican_2016,clinics_per_sqmiles,clinics_per_1000_sqmiles,percent_votes_democrats_2016,percent_votes_republican_2016,Rates_of_adherence_per_1000_population
1512,29071,Missouri,Franklin County,922.68,3.9,30278,4,0.246558098,0.707763013,0.004335197,4.34,24.66,70.78,517.7
1513,29073,Missouri,Gasconade County,517.8,2.4,28617,0,0.204056959,0.761687265,0,0.00,20.41,76.17,481.15
1514,29075,Missouri,Gentry County,491.42,4.1,24269,1,0.19947247,0.759643917,0.002034919,2.03,19.95,75.96,588.49
1515,29077,Missouri,Greene County,675.3,3.5,27525,5,0.332264966,0.606438417,0.007404117,7.40,33.23,60.64,785.25
1516,29079,Missouri,Grundy County,435.28,3.4,23497,1,0.17675051,0.78450034,0.002297372,2.30,17.68,78.45,521.64
1517,29081,Missouri,Harrison County,722.5,4.2,22032,2,0.155893536,0.805268876,0.002768166,2.77,15.59,80.53,901.96
1518,29083,Missouri,Henry County,696.95,5.3,26944,2,0.239066464,0.717605277,0.002869646,2.87,23.91,71.76,623.09
1519,29085,Missouri,Hickory County,399.09,6.9,20736,2,0.215391138,0.750264999,0.005011401,5.01,21.54,75.03,621.95
1520,29087,Missouri,Holt County,462.69,3,27520,2,0.147359455,0.820272572,0.004322549,4.32,14.74,82.03,384.34
1521,29089,Missouri,Howard County,463.85,4.1,23753,1,0.263656978,0.675530818,0.002155869,2.16,26.37,67.55,747.35
1522,29091,Missouri,Howell County,927.25,3.9,21048,3,0.165374677,0.797473442,0.003235373,3.24,16.54,79.75,500.59
1523,29093,Missouri,Iron County,550.26,6.9,21499,2,0.219014085,0.744835681,0.003634645,3.63,21.90,74.48,421.63
1524,29095,Missouri,Jackson County,604.46,4.1,31480,13,0.556761646,0.39031432,0.021506799,21.51,55.68,39.03,455.32
1525,29097,Missouri,Jasper County,638.49,4.7,24484,3,0.219286411,0.727661429,0.004698586,4.70,21.93,72.77,528.02
1526,29099,Missouri,Jefferson County,656.63,4.9,29999,3,0.297690834,0.650879031,0.004568783,4.57,29.77,65.09,579.12
1527,29101,Missouri,Johnson County,829.28,4.3,25380,1,0.28093138,0.649784227,0.001205865,1.21,28.09,64.98,365.46
1528,29103,Missouri,Knox County,504.01,6.6,22326,1,0.202999464,0.756829138,0.001984088,1.98,20.30,75.68,386.99
1529,29105,Missouri,Laclede County,764.72,6.2,23051,1,0.159345824,0.804185726,0.001307668,1.31,15.93,80.42,573.95
1530,29107,Missouri,Lafayette County,628.43,3,29565,3,0.255896301,0.694087891,0.004773801,4.77,25.59,69.41,524.75
1531,29109,Missouri,Lawrence County,611.74,5.9,22957,1,0.173803526,0.784694734,0.001634681,1.63,17.38,78.47,639.05
1532,29111,Missouri,Lewis County,505.04,2.7,22739,1,0.209568733,0.750898473,0.001980041,1.98,20.96,75.09,610.14
1533,29113,Missouri,Lincoln County,626.56,3.1,26848,0,0.223719677,0.728607636,0,0.00,22.37,72.86,578.4
1534,29115,Missouri,Linn County,615.56,1.4,25130,1,0.222361809,0.732950467,0.001624537,1.62,22.24,73.30,304.46
1535,29117,Missouri,Livingston County,532.33,1.9,23587,1,0.197409488,0.76139201,0.001878534,1.88,19.74,76.14,676.51
1536,29119,Missouri,McDonald County,539.48,4.1,20468,1,0.161423539,0.801530426,0.001853637,1.85,16.14,80.15,717.14
1537,29121,Missouri,Macon County,801.23,5.2,22136,1,0.200290276,0.764480802,0.001248081,1.25,20.03,76.45,320.58
1538,29123,Missouri,Madison County,494.39,4.3,24418,0,0.18898082,0.77134261,0,0.00,18.90,77.13,711.68
1539,29125,Missouri,Maries County,526.98,6,26226,2,0.176522899,0.791240551,0.00379521,3.80,17.65,79.12,467.04
1540,29127,Missouri,Marion County,436.92,4.5,25069,2,0.231979538,0.729964347,0.004577497,4.58,23.20,73.00,456.08
1541,29129,Missouri,Mercer County,453.84,2.4,23042,0,0.124209316,0.854514089,0,0.00,12.42,85.45,598.38
1542,29131,Missouri,Miller County,592.6,4.9,25827,2,0.153320484,0.81347468,0.003374958,3.37,15.33,81.35,710.17
1543,29133,Missouri,Mississippi County,411.58,9.3,18549,2,0.282284608,0.696999032,0.004859323,4.86,28.23,69.70,564.17
1544,29135,Missouri,Moniteau County,415.03,3.2,24224,1,0.181698002,0.784958872,0.002409464,2.41,18.17,78.50,442.26
1545,29137,Missouri,Monroe County,647.65,2.1,24697,1,0.205690861,0.761755486,0.001544044,1.54,20.57,76.18,606.78
1546,29139,Missouri,Montgomery County,536.25,3.7,24682,0,0.206120944,0.760324484,0,0.00,20.61,76.03,703.05
1547,29141,Missouri,Morgan County,597.63,4.2,21316,2,0.200567215,0.766534317,0.003346552,3.35,20.06,76.65,462.49
1548,29143,Missouri,New Madrid County,674.84,6.8,21419,3,0.262921654,0.716811752,0.004445498,4.45,26.29,71.68,451.4
1549,29145,Missouri,Newton County,624.77,3.5,28353,2,0.188183807,0.77514525,0.003201178,3.20,18.82,77.51,517.99
1550,29147,Missouri,Nodaway County,876.96,2.4,22915,0,0.267930925,0.675813116,0,0.00,26.79,67.58,477.39
1551,29149,Missouri,Oregon County,789.8,3.3,18398,1,0.185463122,0.7864494,0.001266143,1.27,18.55,78.64,527.81
1552,29151,Missouri,Osage County,604.35,1.5,29061,0,0.141000283,0.825798248,0,0.00,14.10,82.58,461.63
1553,29153,Missouri,Ozark County,744.97,5.3,18739,1,0.160853144,0.808487003,0.001342336,1.34,16.09,80.85,710.69
1554,29155,Missouri,Pemiscot County,492.54,8,20646,2,0.322987552,0.657925311,0.004060584,4.06,32.30,65.79,204.46
1555,29157,Missouri,Perry County,474.35,3.6,26609,1,0.174072377,0.790998626,0.002108148,2.11,17.41,79.10,610.63
1556,29159,Missouri,Pettis County,682.22,5.7,23576,2,0.23951233,0.708894431,0.002931606,2.93,23.95,70.89,655.47
1557,29161,Missouri,Phelps County,671.78,4.4,25202,3,0.257365263,0.686469539,0.004465748,4.47,25.74,68.65,594.89
1558,29163,Missouri,Pike County,670.44,4.6,22297,1,0.244881356,0.715118644,0.001491558,1.49,24.49,71.51,413.52
1559,29165,Missouri,Platte County,420.19,3.5,40567,1,0.405544478,0.535473082,0.002379876,2.38,40.55,53.55,540.34
1560,29167,Missouri,Polk County,635.52,3.3,22773,1,0.191844774,0.761178788,0.001573515,1.57,19.18,76.12,362.51
1561,29169,Missouri,Pulaski County,547.1,5.7,23651,0,0.217064643,0.734211114,0,0.00,21.71,73.42,390.76
1562,29171,Missouri,Putnam County,517.32,2,24758,1,0.15029889,0.826643894,0.00193304,1.93,15.03,82.66,359.64
1563,29173,Missouri,Ralls County,469.78,5,27023,1,0.216103304,0.753703,0.002128656,2.13,21.61,75.37,504.52
1564,29175,Missouri,Randolph County,482.68,4.5,21240,1,0.221456979,0.730332719,0.002071766,2.07,22.15,73.03,399.04
1565,29177,Missouri,Ray County,568.81,3.4,29524,1,0.285002307,0.655560683,0.001758056,1.76,28.50,65.56,560.44
1566,29179,Missouri,Reynolds County,808.48,5.4,22720,1,0.178100264,0.792216359,0.001236889,1.24,17.81,79.22,393.59
1567,29181,Missouri,Ripley County,629.54,5.5,18119,1,0.150416818,0.819137369,0.001588461,1.59,15.04,81.91,539.58
1568,29183,Missouri,St. Charles County,560.44,2.6,38943,2,0.341957667,0.605970538,0.003568625,3.57,34.20,60.60,259.93
1569,29185,Missouri,St. Clair County,669.98,4,22520,0,0.202159827,0.756155508,0,0.00,20.22,75.62,517.34
1570,29186,Missouri,Ste. Genevieve County,499.15,2.2,29742,0,0.3002719,0.649603972,0,0.00,30.03,64.96,463.23
1571,29187,Missouri,St. Francois County,451.89,4.3,22578,2,0.252893097,0.706765396,0.004425856,4.43,25.29,70.68,513.97
1572,29189,Missouri,St. Louis County,507.8,4.3,41426,1,0.557834965,0.395399737,0.001969279,1.97,55.78,39.54,439.68
1573,29195,Missouri,Saline County,755.5,3.5,22942,0,0.301460249,0.646511628,0,0.00,30.15,64.65,516.61
1574,29197,Missouri,Schuyler County,307.3,3.2,19862,3,0.183135023,0.778582514,0.009762447,9.76,18.31,77.86,552.12
1575,29199,Missouri,Scotland County,436.67,2.9,27706,3,0.18546748,0.774898374,0.006870177,6.87,18.55,77.49,478
1576,29201,Missouri,Scott County,419.99,3.8,24921,1,0.207260496,0.763627929,0.002381009,2.38,20.73,76.36,293.21
1577,29203,Missouri,Shannon County,1003.82,5.6,17387,16,0.198770492,0.759733607,0.015939113,15.94,19.88,75.97,594.91
1578,29205,Missouri,Shelby County,500.86,2.3,24304,0,0.186346863,0.776137761,0,0.00,18.63,77.61,241.56
1579,29207,Missouri,Stoddard County,823.22,5.5,22138,3,0.141060401,0.834237084,0.003644226,3.64,14.11,83.42,685.71
1580,29209,Missouri,Stone County,464.03,5.9,29026,3,0.174507196,0.795078002,0.006465099,6.47,17.45,79.51,326.05
1581,29211,Missouri,Sullivan County,647.98,1.7,22370,1,0.211755233,0.758454106,0.001543258,1.54,21.18,75.85,279.3
1582,29213,Missouri,Taney County,632.44,4.3,23776,3,0.186631907,0.779520492,0.004743533,4.74,18.66,77.95,426.57
1583,29215,Missouri,Texas County,1177.27,8.2,19973,2,0.158024691,0.811614083,0.001698846,1.70,15.80,81.16,382.82
1584,29217,Missouri,Vernon County,826.4,3.9,24312,2,0.198927239,0.760960821,0.002420136,2.42,19.89,76.10,562.21
1585,29219,Missouri,Warren County,428.6,4.4,28641,2,0.248319168,0.704617531,0.004666356,4.67,24.83,70.46,468.93
1586,29221,Missouri,Washington County,759.91,7.1,20581,1,0.20756547,0.759456838,0.001315945,1.32,20.76,75.95,372.71
1587,29223,Missouri,Wayne County,759.18,6.9,19457,0,0.164865807,0.808644127,0,0.00,16.49,80.86,255.77
1588,29225,Missouri,Webster County,592.56,4.2,22961,3,0.190113841,0.768663871,0.005062778,5.06,19.01,76.87,291.77
1589,29227,Missouri,Worth County,266.61,3,26137,0,0.186424474,0.772466539,0,0.00,18.64,77.25,539.72
1590,29229,Missouri,Wright County,681.77,7.1,19850,3,0.144199852,0.828963641,0.004400311,4.40,14.42,82.90,808.84
1591,29510,Missouri,St. Louis city,61.91,6.6,30542,9,0.796582498,0.159187774,0.145372315,145.37,79.66,15.92,600.05
1592,30001,Montana,Beaverhead County,5541.62,4.1,28401,3,0.238451668,0.693541488,0.000541358,0.54,23.85,69.35,461.5
1593,30003,Montana,Big Horn County,4995.46,10.7,18934,4,0.496865959,0.441899711,0.000800727,0.80,49.69,44.19,318.52
1594,30005,Montana,Blaine County,4227.55,15.1,19258,3,0.45288058,0.480351011,0.000709631,0.71,45.29,48.04,653.56
1595,30007,Montana,Broadwater County,1192.54,8.2,31631,0,0.182757507,0.752018082,0,0.00,18.28,75.20,608.23
1596,30009,Montana,Carbon County,2048.79,3.6,33067,2,0.307952051,0.629579605,0.000976186,0.98,30.80,62.96,299.89
1597,30011,Montana,Carter County,3340.75,2.1,28577,0,0.09009009,0.871299871,0,0.00,9.01,87.13,412.18
1598,30013,Montana,Cascade County,2698.16,3.8,30110,3,0.35669261,0.572430529,0.001111869,1.11,35.67,57.24,406.03
1599,30015,Montana,Chouteau County,3972.49,1.8,23769,0,0.283547258,0.651886426,0,0.00,28.35,65.19,376.37
1600,30017,Montana,Custer County,3783.36,2.3,30504,1,0.227793975,0.707094266,0.000264315,0.26,22.78,70.71,856.18
1601,30019,Montana,Daniels County,1426.11,2,35133,0,0.175420168,0.765756303,0,0.00,17.54,76.58,457.82
1602,30021,Montana,Dawson County,2371.87,1.9,31658,1,0.182918315,0.767512218,0.000421608,0.42,18.29,76.75,989.72
1603,30023,Montana,Deer Lodge County,736.53,3.6,26241,2,0.492315199,0.423517931,0.002715436,2.72,49.23,42.35,620.34
1604,30025,Montana,Fallon County,1620.77,1.4,37024,1,0.104477612,0.865671642,0.000616991,0.62,10.45,86.57,450.42
1605,30027,Montana,Fergus County,4339.8,3.4,30529,2,0.206848841,0.732445521,0.000460851,0.46,20.68,73.24,626.3
1606,30029,Montana,Flathead County,5087.66,3.3,31694,4,0.286776179,0.651850728,0.000786216,0.79,28.68,65.19,489.12
1607,30031,Montana,Gallatin County,2602.69,2.4,36924,4,0.457723936,0.447775499,0.001536871,1.54,45.77,44.78,323.95
1608,30033,Montana,Garfield County,4675.36,0,28541,0,0.047552448,0.913286713,0,0.00,4.76,91.33,322.98
1609,30035,Montana,Glacier County,2995.94,6.5,18043,2,0.619038036,0.321593882,0.00066757,0.67,61.90,32.16,365.67
1610,30037,Montana,Golden Valley County,1175.34,3.8,30790,0,0.151709402,0.77991453,0,0.00,15.17,77.99,696.77
1611,30039,Montana,Granite County,1727.42,3,30752,0,0.266174801,0.672531215,0,0.00,26.62,67.25,245.48
1612,30041,Montana,Hill County,2898.96,5,23589,3,0.370253663,0.542933669,0.001034854,1.03,37.03,54.29,236.12
1613,30043,Montana,Jefferson County,1656.26,3.3,32773,0,0.302218822,0.62723795,0,0.00,30.22,62.72,377.42
1614,30045,Montana,Judith Basin County,1869.82,3.4,28811,0,0.195121951,0.729184188,0,0.00,19.51,72.92,222.34
1615,30047,Montana,Lake County,1490.15,7.1,25388,6,0.364630175,0.577841526,0.00402644,4.03,36.46,57.78,583.01
1616,30049,Montana,Lewis and Clark County,3458.83,2.4,34504,4,0.425290085,0.494554411,0.00115646,1.16,42.53,49.46,392.79
1617,30051,Montana,Liberty County,1430.05,0,43320,0,0.21601686,0.732349842,0,0.00,21.60,73.23,386.83
1618,30053,Montana,Lincoln County,3612.92,9.3,25081,2,0.220540541,0.726486486,0.000553569,0.55,22.05,72.65,528
1619,30055,Montana,McCone County,2643.17,1,27912,2,0.145833333,0.8125,0.000756667,0.76,14.58,81.25,328.24
1620,30057,Montana,Madison County,3587.48,2.6,35719,0,0.249575191,0.696686491,0,0.00,24.96,69.67,570.93
1621,30059,Montana,Meagher County,2391.91,0.4,24723,0,0.196907216,0.750515464,0,0.00,19.69,75.05,249.64
1622,30061,Montana,Mineral County,1219.44,7.3,23621,1,0.260891591,0.66970618,0.000820049,0.82,26.09,66.97,278.69
1623,30063,Montana,Missoula County,2593.42,4.1,31897,5,0.536746346,0.378882855,0.001927956,1.93,53.67,37.89,213.83
1624,30065,Montana,Musselshell County,1868.16,3.9,24979,0,0.137687188,0.815723794,0,0.00,13.77,81.57,285.28
1625,30067,Montana,Park County,2803.06,2.1,35123,1,0.388803004,0.537985866,0.000356753,0.36,38.88,53.80,332.53
1626,30069,Montana,Petroleum County,1654.87,4.3,31177,0,0.094043887,0.865203762,0,0.00,9.40,86.52,295.41
1627,30071,Montana,Phillips County,5140.04,7.5,25605,0,0.146716348,0.798789008,0,0.00,14.67,79.88,319.84
1628,30073,Montana,Pondera County,1622.86,6.5,25633,2,0.273774146,0.663447251,0.001232392,1.23,27.38,66.34,506.94
1629,30075,Montana,Powder River County,3297.3,0,32094,1,0.121298949,0.840496657,0.000303278,0.30,12.13,84.05,487.24
1630,30077,Montana,Powell County,2326.39,0.6,26456,0,0.19833815,0.728684971,0,0.00,19.83,72.87,377.51
1631,30079,Montana,Prairie County,1736.74,4.1,27377,0,0.145772595,0.809037901,0,0.00,14.58,80.90,240.64
1632,30081,Montana,Ravalli County,2390.82,5.2,29761,1,0.27947242,0.665050084,0.000418267,0.42,27.95,66.51,426.63
1633,30083,Montana,Richland County,2084.14,2.3,33109,2,0.139027431,0.807356608,0.000959628,0.96,13.90,80.74,291.18
1634,30085,Montana,Roosevelt County,2354.79,12.7,18657,5,0.431440046,0.493975904,0.002123332,2.12,43.14,49.40,579.93
1635,30087,Montana,Rosebud County,5010.4,5.8,24922,4,0.288650581,0.658623771,0.000798339,0.80,28.87,65.86,628.39
1636,30089,Montana,Sanders County,2760.52,6.4,25309,0,0.206268097,0.726963039,0,0.00,20.63,72.70,556.05
1637,30091,Montana,Sheridan County,1677.08,2,36091,0,0.260821918,0.677808219,0,0.00,26.08,67.78,234.21
1638,30093,Montana,Silver Bow County,718.48,4.7,27706,3,0.530021089,0.387793078,0.004175482,4.18,53.00,38.78,1086.88
1639,30095,Montana,Stillwater County,1795.35,3,32301,0,0.187707641,0.753737542,0,0.00,18.77,75.37,423.71
1640,30097,Montana,Sweet Grass County,1855.21,0.4,30050,0,0.191622532,0.760712566,0,0.00,19.16,76.07,248.33
1641,30099,Montana,Teton County,2272.38,1.4,28022,0,0.255488387,0.68469615,0,0.00,25.55,68.47,306.22
1642,30101,Montana,Toole County,1915.65,1.8,27528,2,0.197720515,0.740832507,0.001044032,1.04,19.77,74.08,628.19
1643,30103,Montana,Treasure County,977.4,0,29763,1,0.133786848,0.793650794,0.001023123,1.02,13.38,79.37,469.2
1644,30105,Montana,Valley County,4925.82,5.2,27946,2,0.229533679,0.698704663,0.000406024,0.41,22.95,69.87,615.6
1645,30107,Montana,Wheatland County,1423.2,3.2,21619,0,0.192060086,0.748927039,0,0.00,19.21,74.89,466.82
1646,30109,Montana,Wibaux County,889.27,0.2,25591,0,0.103189493,0.8630394,0,0.00,10.32,86.30,447.42
1647,30111,Montana,Yellowstone County,2633.29,3.1,34451,6,0.32650947,0.59798995,0.002278519,2.28,32.65,59.80,880.04
1648,31001,Nebraska,Adams County,563.27,2.4,28729,1,0.248405709,0.698830853,0.001775348,1.78,24.84,69.88,391.32
1649,31003,Nebraska,Antelope County,857.22,2,26523,2,0.118322981,0.84378882,0.002333123,2.33,11.83,84.38,593.04
1650,31005,Nebraska,Arthur County,715.36,0.6,25906,0,0.060836502,0.901140684,0,0.00,6.08,90.11,743.9
1651,31007,Nebraska,Banner County,746.11,0,27552,0,0.046153846,0.91025641,0,0.00,4.62,91.03,682.61
1652,31009,Nebraska,Blaine County,710.87,0,25097,0,0.095846645,0.872204473,0,0.00,9.58,87.22,113.04
1653,31011,Nebraska,Boone County,686.55,1.1,33027,0,0.144401814,0.801883502,0,0.00,14.44,80.19,682.01
1654,31013,Nebraska,Box Butte County,1075.29,4.5,28156,1,0.200168032,0.745641672,0.000929982,0.93,20.02,74.56,785.29
1655,31015,Nebraska,Boyd County,539.94,1.7,29871,0,0.112084063,0.856392294,0,0.00,11.21,85.64,492.39
1656,31017,Nebraska,Brown County,1221.33,0.6,30674,0,0.09689677,0.873970868,0,0.00,9.69,87.40,811.82
1657,31019,Nebraska,Buffalo County,968.11,1.8,31043,1,0.229037457,0.704400059,0.00103294,1.03,22.90,70.44,672.18
1658,31021,Nebraska,Burt County,491.58,4,31635,0,0.263411865,0.669883622,0,0.00,26.34,66.99,597.89
1659,31023,Nebraska,Butler County,584.91,1.3,30095,0,0.17629024,0.783852836,0,0.00,17.63,78.39,744.97
1660,31025,Nebraska,Cass County,557.45,3.5,33851,1,0.274486478,0.665239115,0.001793883,1.79,27.45,66.52,621.8
1661,31027,Nebraska,Cedar County,740.31,1.2,30163,0,0.131192661,0.810321101,0,0.00,13.12,81.03,346.74
1662,31029,Nebraska,Chase County,894.42,2.5,30080,0,0.092382496,0.875742842,0,0.00,9.24,87.57,843.65
1663,31031,Nebraska,Cherry County,5960.42,0.2,29415,0,0.102855289,0.851070733,0,0.00,10.29,85.11,679.53
1664,31033,Nebraska,Cheyenne County,1196.29,1.4,31294,0,0.153644123,0.790107244,0,0.00,15.36,79.01,473.31
1665,31035,Nebraska,Clay County,572.29,3.2,27539,0,0.158089472,0.798183653,0,0.00,15.81,79.82,595.32
1666,31037,Nebraska,Colfax County,411.66,1.8,23603,0,0.270176545,0.68442623,0,0.00,27.02,68.44,620.76
1667,31039,Nebraska,Cuming County,570.62,2.7,29765,0,0.178535607,0.776078235,0,0.00,17.85,77.61,599.9
1668,31041,Nebraska,Custer County,2575.52,2.5,33561,0,0.115685917,0.840954637,0,0.00,11.57,84.10,895.83
1669,31043,Nebraska,Dakota County,264.26,2.9,25269,1,0.400055104,0.554897369,0.003784152,3.78,40.01,55.49,522.63
1670,31045,Nebraska,Dawes County,1396.46,2,25383,1,0.219396311,0.715204025,0.000716096,0.72,21.94,71.52,490.34
1671,31047,Nebraska,Dawson County,1013.1,3.2,25956,1,0.249351874,0.699387226,0.000987069,0.99,24.94,69.94,455.89
1672,31049,Nebraska,Deuel County,439.85,5.6,26351,0,0.122824974,0.828045036,0,0.00,12.28,82.80,625.63
1673,31051,Nebraska,Dixon County,476.23,1.4,27634,0,0.202623907,0.743804665,0,0.00,20.26,74.38,621.33
1674,31053,Nebraska,Dodge County,528.71,3.8,28019,2,0.297546627,0.650845645,0.003782792,3.78,29.75,65.08,628.33
1675,31055,Nebraska,Douglas County,328.46,3.4,35307,20,0.479235279,0.465314694,0.060890215,60.89,47.92,46.53,496.53
1676,31057,Nebraska,Dundy County,919.68,1.9,25479,0,0.093782929,0.867228662,0,0.00,9.38,86.72,531.76
1677,31059,Nebraska,Fillmore County,575.37,2.2,34483,0,0.211879125,0.729419937,0,0.00,21.19,72.94,550.3
1678,31061,Nebraska,Franklin County,575.82,0.8,28365,0,0.150966184,0.812198068,0,0.00,15.10,81.22,748.05
1679,31063,Nebraska,Frontier County,974.59,5.9,28899,0,0.122900763,0.844274809,0,0.00,12.29,84.43,708.84
1680,31065,Nebraska,Furnas County,719.13,1.4,27021,0,0.131317495,0.827213823,0,0.00,13.13,82.72,658.56
1681,31067,Nebraska,Gage County,851.49,2.8,29565,1,0.297341181,0.642683174,0.001174412,1.17,29.73,64.27,861.46
1682,31069,Nebraska,Garden County,1704.28,0.4,35050,0,0.143932267,0.817497648,0,0.00,14.39,81.75,705.97
1683,31071,Nebraska,Garfield County,569.79,0,29146,0,0.125,0.84607438,0,0.00,12.50,84.61,514.34
1684,31073,Nebraska,Gosper County,458.16,1.5,37565,0,0.165,0.792,0,0.00,16.50,79.20,848.22
1685,31075,Nebraska,Grant County,776.22,0.4,23264,0,0.050761421,0.931472081,0,0.00,5.08,93.15,777.89
1686,31077,Nebraska,Greeley County,569.81,1.9,26553,0,0.180257511,0.781974249,0,0.00,18.03,78.20,705.21
1687,31079,Nebraska,Hall County,546.29,3.1,28359,1,0.287937743,0.662838123,0.00183053,1.83,28.79,66.28,792.36
1688,31081,Nebraska,Hamilton County,542.88,2.6,32131,0,0.178090575,0.767645859,0,0.00,17.81,76.76,587.49
1689,31083,Nebraska,Harlan County,553.47,0.5,28919,0,0.138432364,0.82300885,0,0.00,13.84,82.30,614.86
1690,31085,Nebraska,Hayes County,713.06,1.6,31286,0,0.058823529,0.923529412,0,0.00,5.88,92.35,513
1691,31087,Nebraska,Hitchcock County,709.94,3.1,30037,0,0.109722222,0.844444444,0,0.00,10.97,84.44,166.49
1692,31089,Nebraska,Holt County,2412.4,1.2,31785,0,0.104840329,0.858606146,0,0.00,10.48,85.86,616.57
1693,31091,Nebraska,Hooker County,721.12,4,27714,0,0.096618357,0.857487923,0,0.00,9.66,85.75,692.09
1694,31093,Nebraska,Howard County,569.34,2.9,27489,0,0.183908046,0.77214334,0,0.00,18.39,77.21,592.39
1695,31095,Nebraska,Jefferson County,570.19,1.9,27461,0,0.242274052,0.695918367,0,0.00,24.23,69.59,549.09
1696,31097,Nebraska,Johnson County,376.05,1.2,24072,1,0.273037543,0.657240371,0.002659221,2.66,27.30,65.72,729.43
1697,31099,Nebraska,Kearney County,516.24,1.6,31094,0,0.169648365,0.776989513,0,0.00,16.96,77.70,696.38
1698,31101,Nebraska,Keith County,1061.6,2.4,29823,0,0.141951838,0.811913815,0,0.00,14.20,81.19,655.42
1699,31103,Nebraska,Keya Paha County,773.07,0,28853,0,0.075875486,0.891050584,0,0.00,7.59,89.11,643.52
1700,31105,Nebraska,Kimball County,951.85,5.8,27478,0,0.138753056,0.805012225,0,0.00,13.88,80.50,567.96
1701,31107,Nebraska,Knox County,1108.35,3,28409,2,0.176065009,0.783304605,0.001804484,1.80,17.61,78.33,380.01
1702,31109,Nebraska,Lancaster County,837.55,2.8,32378,3,0.466345154,0.465751947,0.003581876,3.58,46.63,46.58,768.19
1703,31111,Nebraska,Lincoln County,2564.07,3,31567,1,0.18361618,0.765088682,0.000390005,0.39,18.36,76.51,468.9
1704,31113,Nebraska,Logan County,570.66,0.5,24355,0,0.070953437,0.88691796,0,0.00,7.10,88.69,557.93
1705,31115,Nebraska,Loup County,568.29,0,27726,0,0.12565445,0.845549738,0,0.00,12.57,84.55,568.81
1706,31117,Nebraska,McPherson County,858.98,0,30063,2,0.048951049,0.898601399,0.002328343,2.33,4.90,89.86,126.58
1707,31119,Nebraska,Madison County,572.74,2.2,28179,0,0.190813987,0.753654342,0,0.00,19.08,75.37,224.49
1708,31121,Nebraska,Merrick County,484.88,1.5,28795,0,0.162125708,0.786080388,0,0.00,16.21,78.61,778.16
1709,31123,Nebraska,Morrill County,1423.84,6,26951,0,0.130193906,0.825484765,0,0.00,13.02,82.55,551.82
1710,31125,Nebraska,Nance County,441.63,2.9,29454,0,0.175109443,0.786116323,0,0.00,17.51,78.61,494.64
1711,31127,Nebraska,Nemaha County,407.38,3.2,29574,1,0.252059308,0.681383855,0.002454711,2.45,25.21,68.14,604.02
1712,31129,Nebraska,Nuckolls County,575.16,1,30078,0,0.161634928,0.793776126,0,0.00,16.16,79.38,944.95
1713,31131,Nebraska,Otoe County,615.63,2.2,31450,0,0.277098503,0.66396483,0,0.00,27.71,66.40,654.44
1714,31133,Nebraska,Pawnee County,431.08,3.3,27162,0,0.212328767,0.738203957,0,0.00,21.23,73.82,723.51
1715,31135,Nebraska,Perkins County,883.34,1.3,35765,0,0.112834979,0.847672779,0,0.00,11.28,84.77,677.61
1716,31137,Nebraska,Phelps County,539.79,0.5,32864,0,0.123888045,0.831416793,0,0.00,12.39,83.14,803.37
1717,31139,Nebraska,Pierce County,573.25,1.9,32040,0,0.106703911,0.852513966,0,0.00,10.67,85.25,686.44
1718,31141,Nebraska,Platte County,674.06,2.4,30331,2,0.185947177,0.773403574,0.002967095,2.97,18.59,77.34,785.58
1719,31143,Nebraska,Polk County,438.35,5.5,30234,0,0.161938534,0.795508274,0,0.00,16.19,79.55,826.47
1720,31145,Nebraska,Red Willow County,716.99,2.4,27392,1,0.126062043,0.832246592,0.00139472,1.39,12.61,83.22,564.37
1721,31147,Nebraska,Richardson County,551.84,2.9,28309,1,0.217675941,0.732133115,0.001812119,1.81,21.77,73.21,772.32
1722,31149,Nebraska,Rock County,1008.32,0.3,36140,0,0.088272383,0.866330391,0,0.00,8.83,86.63,633.27
1723,31151,Nebraska,Saline County,574.02,2.6,24627,1,0.339937435,0.594160584,0.0017421,1.74,33.99,59.42,469.2
1724,31153,Nebraska,Sarpy County,238.99,2.4,36058,1,0.35617953,0.57403479,0.004184275,4.18,35.62,57.40,518.17
1725,31155,Nebraska,Saunders County,750.23,1.7,33851,0,0.236742782,0.706359691,0,0.00,23.67,70.64,418.02
1726,31157,Nebraska,Scotts Bluff County,739.4,4.9,27978,2,0.22677222,0.716228859,0.002704896,2.70,22.68,71.62,590.66
1727,31159,Nebraska,Seward County,571.43,1.7,32040,0,0.242584473,0.702992004,0,0.00,24.26,70.30,501.35
1728,31161,Nebraska,Sheridan County,2440.86,1.3,29477,1,0.111500975,0.854580897,0.000409692,0.41,11.15,85.46,685.07
1729,31163,Nebraska,Sherman County,565.83,1.8,28448,0,0.217643271,0.735994849,0,0.00,21.76,73.60,451.82
1730,31165,Nebraska,Sioux County,2066.74,1.8,28646,0,0.108603667,0.849083216,0,0.00,10.86,84.91,744.29
1731,31167,Nebraska,Stanton County,427.95,0.8,29117,0,0.151746725,0.790756914,0,0.00,15.17,79.08,214.34
1732,31169,Nebraska,Thayer County,573.81,1.5,29632,1,0.187523919,0.762724837,0.001742737,1.74,18.75,76.27,359.44
